main_artist,id,name,popularity,genres
Lupe Fiasco,6ns6XAOsw4B0nDUIovAOUO,Pusha T,69,"['gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap', 'virginia hip hop']"
Denzel Curry,4toEjJSZu1rbfX2hfVdZFA,Jadakiss,62,"['battle rap', 'east coast hip hop', 'trap']"
Chance the Rapper,3YyZFf9ZN2YbkqeZia8zHX,JAY-Z,81,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
A$AP Rocky,7HqrSDuI9lHuH1CDismTFg,Big L,56,"['east coast hip hop', 'hardcore hip hop', 'harlem hip hop']"
Earl Sweatshirt,099tLNCZZvtjC7myKD0mFp,Rakim,55,['east coast hip hop']
Vince Staples,3PyWEKLWI0vHPmoNrIX0QE,Redman,61,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']"
Mac Miller,6ns6XAOsw4B0nDUIovAOUO,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
A$AP Ferg,4OBbOrkD4geIjOLrICN3wO,Big Pun,58,"['bronx hip hop', 'east coast hip hop', 'hardcore hip hop']"
Baby Keem,2Xu7q46Hf02xOoEIm4E1Qs,Ghostface Killah,63,"['east coast hip hop', 'hardcore hip hop']"
Isaiah Rashad,5cMgGlA1xGyeAB2ctYlRdZ,GZA,60,"['east coast hip hop', 'hardcore hip hop']"
A$AP Mob,2yQf6b8hxahZaT5dHlWaB1,Ol' Dirty Bastard,62,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
JID,2p0Hf0MF8Nw8lwAXokczf0,Method Man,67,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
Aminé,1wo9h8DP7M0M1orKuGZgWv,Capone-N-Noreaga,43,"['east coast hip hop', 'queens hip hop']"
Childish Gambino,6KVPfr3ujUkKOrJf4QeRWD,RZA,61,"['east coast hip hop', 'hardcore hip hop']"
Odd Future,6CsOL9C9iLL0eWKINlDxzQ,Gang Starr,61,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop']"
BROCKHAMPTON,1C6G15UmVQMDGpYbdsf1Oi,M.O.P.,49,"['east coast hip hop', 'hardcore hip hop']"
Kendrick Lamar,4iCwCMnqsNZ6atvRiADgtn,Onyx,48,"['east coast hip hop', 'hardcore hip hop', 'queens hip hop']"
A$AP Rocky,6FD0unjzGQhX3b6eMccMJe,AZ,53,"['alternative hip hop', 'hardcore hip hop', 'hip hop']"
J. Cole,2yN6bq26wynQcRuPkBYTDb,KRS-One,50,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
"Tyler, The Creator",6O2zJ0tId7g07yzHtX0yap,Mos Def,62,"['conscious hip hop', 'east coast hip hop', 'hip hop']"
Baby Keem,50NoVNy9GU1lCrDV8iGpyu,Inspectah Deck,62,['east coast hip hop']
Childish Gambino,1BH45DVSTeGBvcYXNCd67g,Eric B. & Rakim,49,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']"
Kanye West,7xTKLpo7UCzXSnlH7fOIoM,Kool G Rap,42,"['east coast hip hop', 'hardcore hip hop', 'old school hip hop', 'queens hip hop']"
Joey Bada$$,50NoVNy9GU1lCrDV8iGpyu,Black Star,49,"['east coast hip hop', 'hip hop', 'political hip hop']"
Frank Ocean,6ns6XAOsw4B0nDUIovAOUO,Talib Kweli,51,"['conscious hip hop', 'east coast hip hop']"
ScHoolboy Q,4iCwCMnqsNZ6atvRiADgtn,Q-Tip,56,"['east coast hip hop', 'queens hip hop']"
Kid Cudi,4VmEWwd8y9MCLwexFMdpwt,Common,58,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']"
Chance the Rapper,6FD0unjzGQhX3b6eMccMJe,The Roots,56,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']"
Mac Miller,2yQf6b8hxahZaT5dHlWaB1,RZA,61,"['east coast hip hop', 'hardcore hip hop']"
21 Savage,7xTKLpo7UCzXSnlH7fOIoM,Rakim,55,['east coast hip hop']
Future,6O2zJ0tId7g07yzHtX0yap,Ghostface Killah,63,"['east coast hip hop', 'hardcore hip hop']"
Metro Boomin,2gINJ8xw86xawPyGvx1bla,GZA,60,"['east coast hip hop', 'hardcore hip hop']"
Playboi Carti,5cMgGlA1xGyeAB2ctYlRdZ,De La Soul,58,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap']"
Big Sean,0Mz5XE0kb1GBnbLQm2VbcO,KRS-One,50,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
JAY-Z,4OBbOrkD4geIjOLrICN3wO,Pharoahe Monch,48,"['conscious hip hop', 'east coast hip hop', 'queens hip hop']"
Migos,3PyWEKLWI0vHPmoNrIX0QE,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
JID,30fiiwr2EeZp1tAhzYCmyM,Gang Starr,61,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop']"
A$AP Rocky,09hVIj6vWgoCDtT03h8ZCa,The Pharcyde,55,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'west coast rap']"
A$AP Ferg,20qISvAhX20dpIbOOzGK3q,Redman,61,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']"
A$AP Mob,10Khz9BDdDT2mzm3330Cvu,Ol' Dirty Bastard,62,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
ScHoolboy Q,6Mo9PoU6svvhgEum7wh2Nd,Pete Rock & C.L. Smooth,44,"['east coast hip hop', 'jazz rap']"
Joey Bada$$,7yk35uHNQclPXFGFoTU44w,Eric B. & Rakim,49,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']"
Pusha T,6jHG1YQkqgojdEzerwvrVv,Slum Village,51,"['alternative hip hop', 'detroit hip hop', 'hardcore hip hop', 'hip hop']"
Kid Cudi,3fJ60AcIgLzQkVitEvA7uq,Eric B. & Rakim,49,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']"
Denzel Curry,6CsOL9C9iLL0eWKINlDxzQ,Kool G Rap,42,"['east coast hip hop', 'hardcore hip hop', 'old school hip hop', 'queens hip hop']"
Young Thug,6GEykX11lQqp92UVOQQCC7,Big Daddy Kane,44,"['east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'old school hip hop']"
Earl Sweatshirt,6ns6XAOsw4B0nDUIovAOUO,EPMD,47,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']"
Chief Keef,67ei8ib6PLT1w3OkhIb4fB,KRS-One,50,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
Lil Yachty,30fiiwr2EeZp1tAhzYCmyM,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
Vince Staples,6xyaria4AcxjRuJZLkWvMW,Erick Sermon,46,"['hardcore hip hop', 'hip hop']"
Playboi Carti,3zpKjsMg2gw1St5WcWoUJN,Inspectah Deck,62,['east coast hip hop']
Migos,2gINJ8xw86xawPyGvx1bla,RZA,61,"['east coast hip hop', 'hardcore hip hop']"
Baby Keem,3PyWEKLWI0vHPmoNrIX0QE,AZ,53,"['alternative hip hop', 'hardcore hip hop', 'hip hop']"
Don Toliver,1wo9h8DP7M0M1orKuGZgWv,Keith Murray,40,"['hardcore hip hop', 'hip hop']"
Kendrick Lamar,3BeQqzKdlARoOd6y30kCO2,Redman,61,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']"
Rae Sremmurd,2p0Hf0MF8Nw8lwAXokczf0,Big L,56,"['east coast hip hop', 'hardcore hip hop', 'harlem hip hop']"
Chance the Rapper,4OBbOrkD4geIjOLrICN3wO,Slick Rick,50,"['bronx hip hop', 'east coast hip hop', 'golden age hip hop', 'old school hip hop']"
2 Chainz,2yQf6b8hxahZaT5dHlWaB1,Das EFX,52,"['east coast hip hop', 'hardcore hip hop']"
Baby Keem,0auu2itHTxEdAMRHvx7CyG,Pete Rock & C.L. Smooth,44,"['east coast hip hop', 'jazz rap']"
JID,6jHG1YQkqgojdEzerwvrVv,Craig Mack,45,"['gangster rap', 'hardcore hip hop', 'hip hop']"
Pi’erre Bourne,2yN6bq26wynQcRuPkBYTDb,GZA,60,"['east coast hip hop', 'hardcore hip hop']"
Cochise,3YyZFf9ZN2YbkqeZia8zHX,Boogie Down Productions,37,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'golden age hip hop', 'hip hop', 'old school hip hop']"
Don Toliver,099tLNCZZvtjC7myKD0mFp,Brand Nubian,39,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop']"
$NOT,2yQf6b8hxahZaT5dHlWaB1,AZ,53,"['alternative hip hop', 'hardcore hip hop', 'hip hop']"
redveil,6wmTMxyKDHCbnoxy4n66rb,Kool G Rap,42,"['east coast hip hop', 'hardcore hip hop', 'old school hip hop', 'queens hip hop']"
Denzel Curry,2kqVmaPdvLEcfaT9oibK27,Rakim,55,['east coast hip hop']
Dreamville,4OBbOrkD4geIjOLrICN3wO,GZA,60,"['east coast hip hop', 'hardcore hip hop']"
Joey Bada$$,4iCwCMnqsNZ6atvRiADgtn,Inspectah Deck,62,['east coast hip hop']
Ken Carson,6ns6XAOsw4B0nDUIovAOUO,Big Pun,58,"['bronx hip hop', 'east coast hip hop', 'hardcore hip hop']"
Westside Gunn,0dS5xeDefwoUNasLUHnCjR,Gang Starr,61,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop']"
LUCKI,0ME1RawvWt3qOJnYnxVqeh,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
Playboi Carti,0G070wUUUBptmqGEKAAUVx,Smif-N-Wessun,43,['east coast hip hop']
Young Nudy,1v5GjwTFYg32CjekmWWm0d,Masta Ace,43,['east coast hip hop']
Destroy Lonely,4QorJVeBcR8p3rOveZtpSk,Capone-N-Noreaga,43,"['east coast hip hop', 'queens hip hop']"
Aaron May,223Mhyb0sPNAo3yQHHcQOl,Jeru The Damaja,46,"['alternative hip hop', 'east coast hip hop']"
Metro Boomin,50NoVNy9GU1lCrDV8iGpyu,Lord Finesse,44,"['bronx hip hop', 'east coast hip hop', 'hardcore hip hop']"
Isaiah Rashad,54heUC6BlH6ykf1dTGLiNJ,RZA,61,"['east coast hip hop', 'hardcore hip hop']"
Smino,4VmEWwd8y9MCLwexFMdpwt,Ghostface Killah,63,"['east coast hip hop', 'hardcore hip hop']"
Cordae,7xTKLpo7UCzXSnlH7fOIoM,Black Moon,39,"['east coast hip hop', 'hardcore hip hop']"
"Tyler, The Creator",3t5QLYg3fqvohxXt7q1niX,Mobb Deep,64,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']"
Steve Lacy,3PyWEKLWI0vHPmoNrIX0QE,Ol' Dirty Bastard,62,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
Frank Ocean,5NIhgQ08PBzMux08ndi8Ae,M.O.P.,49,"['east coast hip hop', 'hardcore hip hop']"
Earl Sweatshirt,2UfnNeVHKTADkbaZ8rppkt,Redman,61,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']"
Childish Gambino,7xTKLpo7UCzXSnlH7fOIoM,Ol' Dirty Bastard,62,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
MF DOOM,2yQf6b8hxahZaT5dHlWaB1,GZA,60,"['east coast hip hop', 'hardcore hip hop']"
Odd Future,6FD0unjzGQhX3b6eMccMJe,RZA,61,"['east coast hip hop', 'hardcore hip hop']"
Baby Keem,4iCwCMnqsNZ6atvRiADgtn,Method Man,67,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
Mac DeMarco,50NoVNy9GU1lCrDV8iGpyu,Ghostface Killah,63,"['east coast hip hop', 'hardcore hip hop']"
BROCKHAMPTON,6ns6XAOsw4B0nDUIovAOUO,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
Brent Faiyaz,4OBbOrkD4geIjOLrICN3wO,Redman,61,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']"
Playboi Carti,10Khz9BDdDT2mzm3330Cvu,Mobb Deep,64,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']"
Joey Bada$$,3PyWEKLWI0vHPmoNrIX0QE,KRS-One,50,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
A$AP Rocky,6wmTMxyKDHCbnoxy4n66rb,Gang Starr,61,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop']"
Mac Miller,2kqVmaPdvLEcfaT9oibK27,Mos Def,62,"['conscious hip hop', 'east coast hip hop', 'hip hop']"
Kali Uchis,2Xu7q46Hf02xOoEIm4E1Qs,Inspectah Deck,62,['east coast hip hop']
Kendrick Lamar,2gINJ8xw86xawPyGvx1bla,Rakim,55,['east coast hip hop']
PinkPantheress,0ME1RawvWt3qOJnYnxVqeh,Big L,56,"['east coast hip hop', 'hardcore hip hop', 'harlem hip hop']"
Denzel Curry,1YfEcTuGvBQ8xSD1f53UnK,A Tribe Called Quest,64,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap', 'queens hip hop']"
Kanye West,0G070wUUUBptmqGEKAAUVx,Nas,71,"['conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'queens hip hop', 'rap']"
Kid Cudi,0dS5xeDefwoUNasLUHnCjR,Onyx,48,"['east coast hip hop', 'hardcore hip hop', 'queens hip hop']"
Frank Ocean,6O2zJ0tId7g07yzHtX0yap,Public Enemy,53,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
"Tyler, The Creator",1BH45DVSTeGBvcYXNCd67g,The Pharcyde,55,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'jazz rap', 'west coast rap']"
Brent Faiyaz,4Otx4bRLSfpah5kX8hdgDC,Eric B. & Rakim,49,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']"
Steve Lacy,0lEssBAxQl2In4RpaB1C2Y,Pete Rock & C.L. Smooth,44,"['east coast hip hop', 'jazz rap']"
Childish Gambino,3ZotbHeyVQKxQCPDJuQ4SU,Jeru The Damaja,46,"['alternative hip hop', 'east coast hip hop']"
BROCKHAMPTON,67ei8ib6PLT1w3OkhIb4fB,DJ Premier,62,"['east coast hip hop', 'instrumental hip hop', 'jazz boom bap', 'turntablism']"
Daniel Caesar,0Mz5XE0kb1GBnbLQm2VbcO,GZA,60,"['east coast hip hop', 'hardcore hip hop']"
Earl Sweatshirt,1020a42xVklY6c56imNcaa,Black Star,49,"['east coast hip hop', 'hip hop', 'political hip hop']"
Mac Miller,78xUyw6FkVZrRAtziFdtdu,Big L,56,"['east coast hip hop', 'hardcore hip hop', 'harlem hip hop']"
Miguel,3fJ60AcIgLzQkVitEvA7uq,Guru,49,"['boston hip hop', 'east coast hip hop', 'jazz rap']"
A$AP Rocky,6DJEUXZm0e2rAohdoZ5Voo,EPMD,47,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']"
The Internet,3BeQqzKdlARoOd6y30kCO2,KRS-One,50,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
Joey Bada$$,1Z8ODXyhEBi3WynYw0Rya6,Rakim,55,['east coast hip hop']
Kid Cudi,5DKuVtlpDH0agZQUFDy8O7,Masta Ace,43,['east coast hip hop']
Chance the Rapper,4s8ZGMVf3OiPktSP4ulpqU,Pete Rock,49,"['east coast hip hop', 'instrumental hip hop', 'jazz rap']"
Odd Future,0s9MrSopEoAn8JqwBipgdO,Smif-N-Wessun,43,['east coast hip hop']
Sonder,0IVcLMMbm05VIjnzPkGCyp,Inspectah Deck,62,['east coast hip hop']
Kendrick Lamar,2yQf6b8hxahZaT5dHlWaB1,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
Kali Uchis,6FD0unjzGQhX3b6eMccMJe,Das EFX,52,"['east coast hip hop', 'hardcore hip hop']"
Aminé,3PyWEKLWI0vHPmoNrIX0QE,Eric B. & Rakim,49,"['bboy', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']"
SZA,2S3kEShbYaNGvSyJdd7sJg,Black Moon,39,"['east coast hip hop', 'hardcore hip hop']"
Playboi Carti,2ht3wxeT69CzyKFChNnNAB,Brand Nubian,39,"['conscious hip hop', 'east coast hip hop', 'golden age hip hop']"
Ken Carson,2J257euzcjnDLipsyJH3F2,Kool G Rap,42,"['east coast hip hop', 'hardcore hip hop', 'old school hip hop', 'queens hip hop']"
Destroy Lonely,4VmEWwd8y9MCLwexFMdpwt,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
Yeat,4iCwCMnqsNZ6atvRiADgtn,$ean Wire,19,['boston hip hop']
Pi’erre Bourne,50NoVNy9GU1lCrDV8iGpyu,Athena Cage,44,[]
Baby Keem,4OBbOrkD4geIjOLrICN3wO,Inspectah Deck,62,['east coast hip hop']
Lil Uzi Vert,10Khz9BDdDT2mzm3330Cvu,RZA,61,"['east coast hip hop', 'hardcore hip hop']"
Tay-K,2VX0o9LDIVmKIgpnwdJpOJ,GZA,60,"['east coast hip hop', 'hardcore hip hop']"
Chief Keef,2yQf6b8hxahZaT5dHlWaB1,Cappadonna,51,['east coast hip hop']
LUCKI,6FD0unjzGQhX3b6eMccMJe,Masta Killa,51,['east coast hip hop']
Trippie Redd,3PyWEKLWI0vHPmoNrIX0QE,U-God,56,"['hardcore hip hop', 'hip hop']"
Lil Yachty,2bwR166mSJEJrYJqfyust3,SeQuence Clark,10,[]
Don Toliver,6ns6XAOsw4B0nDUIovAOUO,Bella Alubo,34,"['alte', 'nigerian pop']"
Gunna,1BH45DVSTeGBvcYXNCd67g,Jiaani,11,[]
Cochise,0dS5xeDefwoUNasLUHnCjR,Ol' Dirty Bastard,62,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
Metro Boomin,0ME1RawvWt3qOJnYnxVqeh,Genshin,40,['phonk']
Young Thug,3zpKjsMg2gw1St5WcWoUJN,Method Man,67,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
Young Nudy,52karaTYZPcUZRPr3zy3X4,Redman,61,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']"
Ski Mask The Slump God,2gINJ8xw86xawPyGvx1bla,Ghostface,32,[]
21 Savage,6KVPfr3ujUkKOrJf4QeRWD,Rakim,55,['east coast hip hop']
Homixide Gang,0G070wUUUBptmqGEKAAUVx,Gravediggaz,37,"['east coast hip hop', 'hardcore hip hop', 'wu fam']"
J. Cole,0auu2itHTxEdAMRHvx7CyG,Shanna Kress,18,[]
Kendrick Lamar,6wmTMxyKDHCbnoxy4n66rb,Redman,61,"['east coast hip hop', 'hardcore hip hop', 'new jersey rap', 'wu fam']"
A$AP Rocky,2kqVmaPdvLEcfaT9oibK27,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
Big Sean,1v5GjwTFYg32CjekmWWm0d,Ghostface Killah,63,"['east coast hip hop', 'hardcore hip hop']"
Joey Bada$$,4OBbOrkD4geIjOLrICN3wO,RZA,61,"['east coast hip hop', 'hardcore hip hop']"
ScHoolboy Q,223Mhyb0sPNAo3yQHHcQOl,Ol' Dirty Bastard,62,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
Meek Mill,6FD0unjzGQhX3b6eMccMJe,GZA,60,"['east coast hip hop', 'hardcore hip hop']"
Chance the Rapper,4QorJVeBcR8p3rOveZtpSk,Inspectah Deck,62,['east coast hip hop']
Kid Cudi,0G070wUUUBptmqGEKAAUVx,Onyx,48,"['east coast hip hop', 'hardcore hip hop', 'queens hip hop']"
Bryson Tiller,0dS5xeDefwoUNasLUHnCjR,Rakim,55,['east coast hip hop']
Future,0ME1RawvWt3qOJnYnxVqeh,$ean Wire,19,['boston hip hop']
21 Savage,54heUC6BlH6ykf1dTGLiNJ,Athena Cage,44,[]
6LACK,6ns6XAOsw4B0nDUIovAOUO,Big Pun,58,"['bronx hip hop', 'east coast hip hop', 'hardcore hip hop']"
Baby Keem,4iCwCMnqsNZ6atvRiADgtn,KRS-One,50,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
Young Thug,2UfnNeVHKTADkbaZ8rppkt,Masta Killa,51,['east coast hip hop']
Tory Lanez,4hknFHNFp3UMm2Rbc6Ansf,Busta Rhymes,69,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
JID,0JYmatsiEQMn2v5KchV8u2,U-God,56,"['hardcore hip hop', 'hip hop']"
2 Chainz,099tLNCZZvtjC7myKD0mFp,Cappadonna,51,['east coast hip hop']
Migos,6KVPfr3ujUkKOrJf4QeRWD,Mobb Deep,64,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']"
Kodak Black,50NoVNy9GU1lCrDV8iGpyu,M.O.P.,49,"['east coast hip hop', 'hardcore hip hop']"
Wale,2p0Hf0MF8Nw8lwAXokczf0,Naughty By Nature,55,"['east coast hip hop', 'hip hop', 'new jersey rap']"
Childish Gambino,6KVPfr3ujUkKOrJf4QeRWD,Talib Kweli,51,"['conscious hip hop', 'east coast hip hop']"
Chance the Rapper,4GMgdB3vwbBOc42hbXEi9p,Q-Tip,56,"['east coast hip hop', 'queens hip hop']"
"Tyler, The Creator",0A7g2YbCA9FlyZvAG6VmKP,Black Star,49,"['east coast hip hop', 'hip hop', 'political hip hop']"
Frank Ocean,30fiiwr2EeZp1tAhzYCmyM,Mos Def,62,"['conscious hip hop', 'east coast hip hop', 'hip hop']"
Earl Sweatshirt,3PyWEKLWI0vHPmoNrIX0QE,Slum Village,51,"['alternative hip hop', 'detroit hip hop', 'hardcore hip hop', 'hip hop']"
BROCKHAMPTON,2BvzbqWWwLN11XGBYgDZzx,The Roots,56,"['conscious hip hop', 'east coast hip hop', 'hip hop', 'philly rap', 'political hip hop']"
Steve Lacy,7xTKLpo7UCzXSnlH7fOIoM,Pete Rock & C.L. Smooth,44,"['east coast hip hop', 'jazz rap']"
Kid Cudi,0OtigLoCgLYvXnMxbE5qH5,Black Thought,53,"['alternative hip hop', 'east coast hip hop']"
Mac Miller,7HqrSDuI9lHuH1CDismTFg,Pete Rock,49,"['east coast hip hop', 'instrumental hip hop', 'jazz rap']"
Joey Bada$$,099tLNCZZvtjC7myKD0mFp,De La Soul,58,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'jazz rap']"
Vince Staples,3ScY9CQxNLQei8Umvpx5g6,Pharoahe Monch,48,"['conscious hip hop', 'east coast hip hop', 'queens hip hop']"
Kendrick Lamar,3r0OeTcOw37N9juMYyyw39,9th Wonder,52,"['alternative hip hop', 'hip hop', 'instrumental hip hop', 'north carolina hip hop']"
Aminé,50NoVNy9GU1lCrDV8iGpyu,Little Brother,39,"['alternative hip hop', 'hip hop', 'north carolina hip hop']"
A$AP Rocky,10Khz9BDdDT2mzm3330Cvu,J Dilla,55,"['alternative hip hop', 'detroit hip hop', 'hip hop', 'instrumental hip hop']"
Odd Future,4akj4uteQQrrGxhX9Rjuyf,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
Miguel,5pnbUBPifNnlusY8kTBivi,Ghostface Killah,63,"['east coast hip hop', 'hardcore hip hop']"
ScHoolboy Q,1g8uGVofjr2ApBrI8OZhJf,Rakim,55,['east coast hip hop']
The Internet,0tCtGc5vt29zFZp6KXzN50,Hi-Tek,38,"['alternative hip hop', 'cincinnati rap', 'hardcore hip hop', 'hip hop']"
Anderson .Paak,2x8KDZdSONA3872CnhaAlX,Big Boi,51,"['atl hip hop', 'dirty south rap', 'hip hop', 'southern hip hop']"
Tame Impala,2yQf6b8hxahZaT5dHlWaB1,Clipse,48,"['alternative hip hop', 'hardcore hip hop', 'hip hop', 'southern hip hop', 'virginia hip hop']"
MF DOOM,4OBbOrkD4geIjOLrICN3wO,Method Man,67,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
21 Savage,0G070wUUUBptmqGEKAAUVx,RZA,61,"['east coast hip hop', 'hardcore hip hop']"
Metro Boomin,4iCwCMnqsNZ6atvRiADgtn,Ol' Dirty Bastard,62,"['east coast hip hop', 'hardcore hip hop', 'hip hop']"
Gunna,0ME1RawvWt3qOJnYnxVqeh,Inspectah Deck,62,['east coast hip hop']
Young Thug,0dS5xeDefwoUNasLUHnCjR,Onyx,48,"['east coast hip hop', 'hardcore hip hop', 'queens hip hop']"
Quavo,2yQf6b8hxahZaT5dHlWaB1,Erick Sermon,46,"['hardcore hip hop', 'hip hop']"
Future,6FD0unjzGQhX3b6eMccMJe,Raekwon,65,"['east coast hip hop', 'hardcore hip hop']"
Kodak Black,5NIhgQ08PBzMux08ndi8Ae,Ghostface Killah,63,"['east coast hip hop', 'hardcore hip hop']"
Lil Yachty,0JYmatsiEQMn2v5KchV8u2,Rakim,55,['east coast hip hop']
Offset,50NoVNy9GU1lCrDV8iGpyu,Keith Murray,40,"['hardcore hip hop', 'hip hop']"
Lil Uzi Vert,5wwleY8YnxnutxOExPVoJb,GZA,60,"['east coast hip hop', 'hardcore hip hop']"
Playboi Carti,6UEytD2shU7Z8fMKj08puK,M.O.P.,49,"['east coast hip hop', 'hardcore hip hop']"
Migos,6CsOL9C9iLL0eWKINlDxzQ,Cappadonna,51,['east coast hip hop']
Lil Baby,2p0Hf0MF8Nw8lwAXokczf0,Masta Killa,51,['east coast hip hop']
Don Toliver,099tLNCZZvtjC7myKD0mFp,EPMD,47,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop']"
Baby Keem,7xTKLpo7UCzXSnlH7fOIoM,Def Squad,25,"['hardcore hip hop', 'hip hop']"
Trippie Redd,6VimeBsWv0rmWzxd6roZZC,KRS-One,50,"['bronx hip hop', 'conscious hip hop', 'east coast hip hop', 'golden age hip hop', 'hardcore hip hop', 'hip hop', 'old school hip hop', 'political hip hop']"
Lil Durk,5PtIZ9EIXAYnZKhBZZuRsA,Capone-N-Noreaga,43,"['east coast hip hop', 'queens hip hop']"
Chief Keef,3PyWEKLWI0vHPmoNrIX0QE,U-God,56,"['hardcore hip hop', 'hip hop']"
A Boogie Wit da Hoodie,2gINJ8xw86xawPyGvx1bla,Das EFX,52,"['east coast hip hop', 'hardcore hip hop']"
Rich The Kid,1Z8ODXyhEBi3WynYw0Rya6,$ean Wire,19,['boston hip hop']
Travis Scott,7yk35uHNQclPXFGFoTU44w,Athena Cage,44,[]
Metro Boomin,3ZotbHeyVQKxQCPDJuQ4SU,SeQuence Clark,10,[]
21 Savage,0Mz5XE0kb1GBnbLQm2VbcO,Inspectah Deck,62,['east coast hip hop']
Don Toliver,0gqIrDRL7CEPBWMmkuZPdQ,Jiaani,11,[]
Gunna,67ei8ib6PLT1w3OkhIb4fB,Ghostface Killah,63,"['east coast hip hop', 'hardcore hip hop']"
Baby Keem,78xUyw6FkVZrRAtziFdtdu,Bella Alubo,34,"['alte', 'nigerian pop']"
Offset,5cMgGlA1xGyeAB2ctYlRdZ,U-God,56,"['hardcore hip hop', 'hip hop']"
