main_artist,id,name,popularity,genres
Hailee Steinfeld,7zYGAXxAaq15C9eM29M8Fj,Robert Palmer,55,"['album rock', 'classic rock', 'dance rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'yacht rock']"
Anne-Marie,6gkWznnJkdkwRPVcmnrays,Annie Lennox,67,"['new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'synthpop']"
Iggy Azalea,19xz1vcuKNjniGEftTOSSH,Frankie Goes To Hollywood,55,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Alessia Cara,3oZa8Xs6IjlIUGLAhVyK4G,Bananarama,54,"['girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Zara Larsson,5IDs1CK15HegSAhGEbSYXo,Fine Young Cannibals,57,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Rita Ora,5dcOK4stT4JDkP6Dqhbz5s,Culture Club,61,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
Katy Perry,18xgcedCGxFbqLbIQn5R8F,Alison Moyet,45,"['new romantic', 'new wave pop', 'solo wave', 'sophisti-pop', 'synthpop']"
Christina Aguilera,2eogQKWWoohI3BSnoG7E2U,Spandau Ballet,58,"['new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
Jonas Brothers,0dCKce6tJJdHvlWnDMwzPW,The Human League,59,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
Tori Kelly,6V6WCgi7waF55bJmylC4H5,Kim Wilde,54,"['new romantic', 'new wave', 'new wave pop']"
Britney Spears,3mQBpAOMWYqAZyxtyeo4Lo,Boy George,41,"['new romantic', 'new wave', 'new wave pop']"
Shawn Mendes,3MdG05syQeRYPPcClLaUGl,The Communards,47,"['hi-nrg', 'new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']"
Camila Cabello,2zpFG5cvw00QmrYTUsjApa,The Bangles,60,"['album rock', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'soft rock']"
ZAYN,32lVGr0fSRGT6okLKHiP68,Pet Shop Boys,64,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']"
Charlie Puth,2EURsXo9qlt1aMWlviGCRi,Thompson Twins,48,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Nick Jonas,0TF2NxkJZPQoX1H53rEFM1,Erasure,59,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Jonas Brothers,3sc7iUG1Wwpwx7bHeZolgx,Soft Cell,62,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Niall Horan,3Dd6jD1AApgtNoU6SJWR7P,Belinda Carlisle,58,"['new romantic', 'new wave pop', 'soft rock']"
5 Seconds of Summer,6qI4LTzMRpTxRzMZPvv2C6,Berlin,58,"['new romantic', 'new wave pop', 'synthpop']"
Liam Payne,2JSjCHK79gdaiPWdKiNUNp,a-ha,69,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'synthpop']"
Anne-Marie,4PpmBoqphQusNFsxuVKb6j,Robert Palmer,55,"['album rock', 'classic rock', 'dance rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'yacht rock']"
Demi Lovato,7kCL98rPFsNKjAHDmWrMac,The Go-Go's,49,"['album rock', 'candy pop', 'classic rock', 'girl group', 'heartland rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'singer-songwriter', 'soft rock']"
The Vamps,2u0gw0uCWBMiqV7h0N8kai,Bananarama,54,"['girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Fifth Harmony,0s0rOb0gT2S9N0SDcjtPC4,Belinda Carlisle,58,"['new romantic', 'new wave pop', 'soft rock']"
One Direction,2urZrEdsq72kx0UzfYN8Yv,Berlin,58,"['new romantic', 'new wave pop', 'synthpop']"
Bebe Rexha,0L9xkvBPcEp1nrhDrodxc5,Wilson Phillips,50,"['girl group', 'mellow gold', 'new wave pop', 'soft rock']"
Zara Larsson,7bKupnlF7XOfR1En3K8oAL,Tiffany,53,"['new wave pop', 'soft rock']"
Louis Tomlinson,17U2ImH5IyYMvjkCfPhMHT,Pat Benatar,60,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']"
Selena Gomez,6zpPKMhpOoG646kJgZ7RKf,Sheena Easton,52,"['mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']"
Alessia Cara,530Sdm7eqqzWBdDmILMgnu,Debbie Gibson,50,"['freestyle', 'new wave pop', 'soft rock']"
Hailee Steinfeld,47qTcvYlqJGAEsCI7BcENC,Culture Club,61,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
Meghan Trainor,1mZu3rO7qSD09GdDpePHhY,Starship,63,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Miley Cyrus,20p5D2KrE8CGuOjHtxsyTp,Laura Branigan,58,"['new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Hannah Montana,73a6pNH4YtLNgDbPQwXveo,Miami Sound Machine,52,"['disco', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Kesha,2yTUYhIf8fxptTIy3KLuJD,Samantha Fox,42,"['hi-nrg', 'new romantic', 'new wave pop']"
Demi Lovato,6kz53iCdBSqhQCZ21CoLcc,Paula Abdul,49,"['dance pop', 'new wave pop', 'soft rock']"
Britney Spears,0f3kLT4wvi2mFHlHJgV8Hl,Kim Carnes,59,"['new romantic', 'new wave pop', 'soft rock']"
Avril Lavigne,3sc7iUG1Wwpwx7bHeZolgx,Martika,43,"['minneapolis sound', 'new romantic', 'new wave pop']"
Christina Aguilera,1MOoTIFOvJ60ATvyRXPPXg,Irene Cara,61,"['disco', 'new romantic', 'new wave pop', 'soft rock']"
Jonas Brothers,6loBF9iQdE11WSX29fNKqY,Kim Wilde,54,"['new romantic', 'new wave', 'new wave pop']"
Bebe Rexha,7Bah8E0kCETqEpAHI6CPzQ,Cyndi Lauper,68,"['dance pop', 'new wave pop', 'permanent wave', 'soft rock']"
Selena Gomez,17U2ImH5IyYMvjkCfPhMHT,Go West,47,"['new romantic', 'new wave', 'new wave pop']"
Meghan Trainor,0f3kLT4wvi2mFHlHJgV8Hl,M People,46,"['diva house', 'new romantic', 'new wave pop', 'sophisti-pop']"
Katy Perry,2wpWOzQE5TpA0dVnh5YD08,T'Pau,40,"['new romantic', 'new wave pop', 'synthpop']"
Kelly Clarkson,20p5D2KrE8CGuOjHtxsyTp,Bros,32,"['new romantic', 'new wave pop']"
Jessie J,6LQeBFIfD4C22RJVVjQ6S7,Alison Moyet,45,"['new romantic', 'new wave pop', 'solo wave', 'sophisti-pop', 'synthpop']"
Lady Gaga,2s79xe5F6eUQkjwjww27Fh,Living In A Box,39,"['new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']"
Iggy Azalea,3iUjRVvYCsMfz7tuAQtBDI,Paul Young,55,"['mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Nick Jonas,5jVeqi3PNaTOajfvBa4uFn,The Communards,47,"['hi-nrg', 'new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']"
Zara Larsson,2urZrEdsq72kx0UzfYN8Yv,Mel & Kim,35,"['new romantic', 'new wave pop']"
Selena Gomez & The Scene,6aq8T2RcspxVOGgMrTzjWc,Climie Fisher,43,"['new romantic', 'new wave pop']"
Rita Ora,1aX2dmV8XoHYCOQRxjPESG,Curiosity Killed The Cat,31,"['new romantic', 'new wave pop', 'sophisti-pop']"
Fifth Harmony,7kCL98rPFsNKjAHDmWrMac,Lighthouse Family,55,"['europop', 'new wave pop']"
Dua Lipa,5PYuBRQMHh7nWmdV076sH9,Texas,54,"['new romantic', 'new wave pop', 'scottish rock']"
Camila Cabello,6loBF9iQdE11WSX29fNKqY,Deacon Blue,45,"['new romantic', 'new wave pop', 'scottish rock', 'sophisti-pop']"
Bebe Rexha,0L9xkvBPcEp1nrhDrodxc5,Hue and Cry,29,"['new wave pop', 'scottish new wave', 'sophisti-pop', 'synthpop']"
Anne-Marie,3sc7iUG1Wwpwx7bHeZolgx,Jason Donovan,44,"['australian dance', 'australian pop', 'europop', 'new wave pop']"
Selena Gomez,5WWSL6rElJeUk3Uc1S2RyD,Spandau Ballet,58,"['new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
Ava Max,0s0rOb0gT2S9N0SDcjtPC4,Nik Kershaw,51,"['new romantic', 'new wave', 'new wave pop']"
Katy Perry,2DppeCnNtvrLfEobq9Pw5r,Level 42,54,"['brit funk', 'dance rock', 'new romantic', 'new wave pop', 'post-disco', 'sophisti-pop', 'synthpop']"
Sia,1G1mX30GpUJqOr1QU2eBSs,Eternal,40,"['europop', 'girl group']"
Rita Ora,1yMYjh77WgOVafRkI50mim,Sister Sledge,55,"['disco', 'funk', 'philly soul', 'quiet storm', 'soul']"
Zara Larsson,4C3uGP8vRDzxrhJxZiOjTe,The Weather Girls,51,"['disco', 'hi-nrg']"
Demi Lovato,40enFxfEXXsEXKOt1vgx0k,Irene Cara,61,"['disco', 'new romantic', 'new wave pop', 'soft rock']"
Halsey,3sc7iUG1Wwpwx7bHeZolgx,Billy Ocean,59,"['disco', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'yacht rock']"
Miley Cyrus,47qTcvYlqJGAEsCI7BcENC,Sheena Easton,52,"['mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']"
Ariana Grande,51l0uqRxGaczYr4271pVIC,Miami Sound Machine,52,"['disco', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Harry Styles,0ym94xKp2PIOJtTZKpxbAa,Donna Summer,60,"['disco', 'hi-nrg', 'new wave pop', 'soft rock']"
Shawn Mendes,18jZvCsW1PJ4FDQ5gEXuKp,Village People,57,"['disco', 'new wave pop', 'soft rock']"
Little Mix,73a6pNH4YtLNgDbPQwXveo,Gloria Gaynor,61,"['disco', 'soft rock']"
Fifth Harmony,32lVGr0fSRGT6okLKHiP68,KC & The Sunshine Band,62,"['disco', 'mellow gold', 'new wave pop', 'soft rock', 'soul']"
Ellie Goulding,5dcOK4stT4JDkP6Dqhbz5s,Diana Ross,63,"['adult standards', 'disco', 'motown', 'quiet storm', 'soft rock', 'soul']"
Clean Bandit,4463nfFMmK1cwAWBQDwT5e,The Three Degrees,46,"['classic girl group', 'disco', 'motown', 'philly soul']"
Doja Cat,2aS6jYh7ysTL1ZUsHneNgM,Taylor Dayne,53,"['freestyle', 'hi-nrg', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Halsey,2mG8HHQ9S9kcbjcrb5N1FE,Ashford & Simpson,40,"['classic soul', 'disco', 'funk', 'motown', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']"
Bebe Rexha,5PN2aHIvLEM98XIorsPMhE,Gladys Knight & The Pips,55,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
Alessia Cara,18xgcedCGxFbqLbIQn5R8F,Bananarama,54,"['girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Anne-Marie,3oZa8Xs6IjlIUGLAhVyK4G,Anita Ward,43,['disco']
Hailee Steinfeld,4PpmBoqphQusNFsxuVKb6j,Peaches & Herb,45,"['classic soul', 'disco', 'funk', 'post-disco', 'quiet storm', 'soul']"
Zara Larsson,0kObWap02DEg9EAJ3PBxzf,Dionne Warwick,58,"['adult standards', 'brill building pop', 'disco', 'quiet storm', 'soft rock', 'vocal jazz']"
Camila Cabello,7Bah8E0kCETqEpAHI6CPzQ,Paula Abdul,49,"['dance pop', 'new wave pop', 'soft rock']"
Julia Michaels,18xgcedCGxFbqLbIQn5R8F,Nik Kershaw,51,"['new romantic', 'new wave', 'new wave pop']"
Ellie Goulding,18jZvCsW1PJ4FDQ5gEXuKp,Wet Wet Wet,52,"['boy band', 'new romantic', 'new wave pop', 'soft rock', 'sophisti-pop']"
Demi Lovato,32lVGr0fSRGT6okLKHiP68,Alison Moyet,45,"['new romantic', 'new wave pop', 'solo wave', 'sophisti-pop', 'synthpop']"
Troye Sivan,4C3uGP8vRDzxrhJxZiOjTe,Spandau Ballet,58,"['new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
Tove Lo,1yMYjh77WgOVafRkI50mim,Level 42,54,"['brit funk', 'dance rock', 'new romantic', 'new wave pop', 'post-disco', 'sophisti-pop', 'synthpop']"
5 Seconds of Summer,4463nfFMmK1cwAWBQDwT5e,Go West,47,"['new romantic', 'new wave', 'new wave pop']"
Fifth Harmony,3oZa8Xs6IjlIUGLAhVyK4G,The Communards,47,"['hi-nrg', 'new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']"
Rita Ora,5nPz5R1FDPTMI3Dw4JnTGb,Johnny Hates Jazz,49,"['new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']"
Nick Jonas,0ym94xKp2PIOJtTZKpxbAa,Robert Palmer,55,"['album rock', 'classic rock', 'dance rock', 'heartland rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'yacht rock']"
Selena Gomez,3AHq6rutf72JF0ul8GB6G2,T'Pau,40,"['new romantic', 'new wave pop', 'synthpop']"
Hayley Kiyoko,78udmCDNaDu5jqfVnBqwia,Frankie Goes To Hollywood,55,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Little Mix,4L1z1IcfK7lbqx8izGHaw5,Fine Young Cannibals,57,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
ZAYN,6OQrOpxSIfPai3cFaN4v4P,Kim Wilde,54,"['new romantic', 'new wave', 'new wave pop']"
Bea Miller,5PN2aHIvLEM98XIorsPMhE,Mike + The Mechanics,53,"['album rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Lana Del Rey,1vgjN6nIPNKiiQGE9PtzTT,Culture Club,61,"['new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']"
The Neighbourhood,4PpmBoqphQusNFsxuVKb6j,Kajagoogoo,42,"['new romantic', 'new wave pop', 'synthpop']"
Mitski,4BoRxUdrcgbbq1rxJvvhg9,Bananarama,54,"['girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Cigarettes After Sex,7BEfMxbaqx6dOpbtlEqScm,Cock Robin,47,"['heartland rock', 'new romantic']"
TV Girl,40enFxfEXXsEXKOt1vgx0k,Howard Jones,48,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Arctic Monkeys,7xkAwz0bQTGDSbkofyQt3U,Mr. Mister,52,"['album rock', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
MARINA,5dcOK4stT4JDkP6Dqhbz5s,The Communards,47,"['hi-nrg', 'new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']"
girl in red,5IFCkqu9J6xdWeYMk5I889,Kajagoogoo,42,"['new romantic', 'new wave pop', 'synthpop']"
Melanie Martinez,3vRclCt9VnNhYIxFMQCxuM,Bronski Beat,55,"['hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
Conan Gray,32lVGr0fSRGT6okLKHiP68,Fine Young Cannibals,57,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
Chase Atlantic,5nPz5R1FDPTMI3Dw4JnTGb,Jimmy Somerville,39,"['hi-nrg', 'new romantic', 'new wave pop', 'scottish new wave', 'synthpop']"
Lorde,18jZvCsW1PJ4FDQ5gEXuKp,ABC,48,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
Kali Uchis,3oZa8Xs6IjlIUGLAhVyK4G,Ultravox,49,"['new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']"
Clairo,0ym94xKp2PIOJtTZKpxbAa,Thompson Twins,48,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Mac DeMarco,3AHq6rutf72JF0ul8GB6G2,Spandau Ballet,58,"['new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
beabadoobee,1yMYjh77WgOVafRkI50mim,Soft Cell,62,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Doja Cat,4C3uGP8vRDzxrhJxZiOjTe,The Human League,59,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
Harry Styles,10n1KB2sjTrGdyuC83y8jW,Nik Kershaw,51,"['new romantic', 'new wave', 'new wave pop']"
Olivia Rodrigo,1vgjN6nIPNKiiQGE9PtzTT,Heaven 17,39,"['new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']"
SZA,40enFxfEXXsEXKOt1vgx0k,Howard Jones,48,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
The Weeknd,4PpmBoqphQusNFsxuVKb6j,Level 42,54,"['brit funk', 'dance rock', 'new romantic', 'new wave pop', 'post-disco', 'sophisti-pop', 'synthpop']"
Justin Bieber,4463nfFMmK1cwAWBQDwT5e,Bananarama,54,"['girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
ZAYN,6OQrOpxSIfPai3cFaN4v4P,Dead Or Alive,55,"['hi-nrg', 'new romantic', 'new wave pop', 'synthpop']"
Shawn Mendes,75L9s8KVrhCNtBUkZFnDFW,Alison Moyet,45,"['new romantic', 'new wave pop', 'solo wave', 'sophisti-pop', 'synthpop']"
Selena Gomez,3sc7iUG1Wwpwx7bHeZolgx,Adam & The Ants,39,"['new romantic', 'new wave', 'new wave pop']"
Camila Cabello,71aKjsWKYqASAffyIQaocZ,Yazoo,55,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Charlie Puth,6aq8T2RcspxVOGgMrTzjWc,Wilson Phillips,50,"['girl group', 'mellow gold', 'new wave pop', 'soft rock']"
One Direction,5jVeqi3PNaTOajfvBa4uFn,Tiffany,53,"['new wave pop', 'soft rock']"
Nick Jonas,2s79xe5F6eUQkjwjww27Fh,Martika,43,"['minneapolis sound', 'new romantic', 'new wave pop']"
Ariana Grande,5PYuBRQMHh7nWmdV076sH9,Bananarama,54,"['girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Liam Payne,3iUjRVvYCsMfz7tuAQtBDI,T'Pau,40,"['new romantic', 'new wave pop', 'synthpop']"
Demi Lovato,0uAjBatvB4ubpd4kCfjmNt,The Bangles,60,"['album rock', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'soft rock']"
Fifth Harmony,1mZu3rO7qSD09GdDpePHhY,Samantha Fox,42,"['hi-nrg', 'new romantic', 'new wave pop']"
Anne-Marie,1G1mX30GpUJqOr1QU2eBSs,Debbie Gibson,50,"['freestyle', 'new wave pop', 'soft rock']"
Dua Lipa,2urZrEdsq72kx0UzfYN8Yv,Kim Wilde,54,"['new romantic', 'new wave', 'new wave pop']"
Miley Cyrus,6loBF9iQdE11WSX29fNKqY,Taylor Dayne,53,"['freestyle', 'hi-nrg', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Alan Walker,0f3kLT4wvi2mFHlHJgV8Hl,Sheena Easton,52,"['mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']"
Jonas Brothers,7wJ9NwdRWtN92NunmXuwBk,Laura Branigan,58,"['new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Halsey,0EPf9vAXPdFV5Ezp1sMX8B,Berlin,58,"['new romantic', 'new wave pop', 'synthpop']"
Katy Perry,2DppeCnNtvrLfEobq9Pw5r,The Go-Go's,49,"['album rock', 'candy pop', 'classic rock', 'girl group', 'heartland rock', 'jangle pop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'singer-songwriter', 'soft rock']"
Ed Sheeran,20p5D2KrE8CGuOjHtxsyTp,Kim Carnes,59,"['new romantic', 'new wave pop', 'soft rock']"
Harry Styles,34PLzyi7CdXUekiLHYyqXq,Miami Sound Machine,52,"['disco', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Conan Gray,5WWSL6rElJeUk3Uc1S2RyD,Irene Cara,61,"['disco', 'new romantic', 'new wave pop', 'soft rock']"
Ricky Montgomery,17U2ImH5IyYMvjkCfPhMHT,Paula Abdul,49,"['dance pop', 'new wave pop', 'soft rock']"
Cavetown,2wpWOzQE5TpA0dVnh5YD08,Starship,63,"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
girl in red,6Zh3xrWlA0SA9Fsfj9AVwm,Mr. Mister,52,"['album rock', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
mxmtoon,17U2ImH5IyYMvjkCfPhMHT,Miami Sound Machine,52,"['disco', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Clairo,1mZu3rO7qSD09GdDpePHhY,Debbie Gibson,50,"['freestyle', 'new wave pop', 'soft rock']"
Gracie Abrams,530Sdm7eqqzWBdDmILMgnu,Taylor Dayne,53,"['freestyle', 'hi-nrg', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Wallows,5jVeqi3PNaTOajfvBa4uFn,Tiffany,53,"['new wave pop', 'soft rock']"
FINNEAS,3sc7iUG1Wwpwx7bHeZolgx,Wilson Phillips,50,"['girl group', 'mellow gold', 'new wave pop', 'soft rock']"
Mitski,6Zh3xrWlA0SA9Fsfj9AVwm,Laura Branigan,58,"['new romantic', 'new wave pop', 'soft rock', 'synthpop']"
beabadoobee,0L9xkvBPcEp1nrhDrodxc5,Irene Cara,61,"['disco', 'new romantic', 'new wave pop', 'soft rock']"
Beach Bunny,1aX2dmV8XoHYCOQRxjPESG,Exposé,42,"['freestyle', 'new wave pop']"
The Neighbourhood,2urZrEdsq72kx0UzfYN8Yv,Samantha Fox,42,"['hi-nrg', 'new romantic', 'new wave pop']"
Chase Atlantic,2wpWOzQE5TpA0dVnh5YD08,The Jets,44,"['freestyle', 'minneapolis sound', 'new wave pop']"
Alec Benjamin,6LQeBFIfD4C22RJVVjQ6S7,Melissa Manchester,38,"['soft rock', 'yacht rock']"
Ashe,6kz53iCdBSqhQCZ21CoLcc,Juice Newton,49,"['classic country pop', 'country dawn', 'country rock', 'soft rock']"
Mother Mother,0s0rOb0gT2S9N0SDcjtPC4,Sheila E.,38,"['disco', 'freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'quiet storm', 'rock drums', 'urban contemporary']"
Sabrina Carpenter,6aq8T2RcspxVOGgMrTzjWc,Kim Carnes,59,"['new romantic', 'new wave pop', 'soft rock']"
Melanie Martinez,34PLzyi7CdXUekiLHYyqXq,Lisa Lisa & Cult Jam,41,"['contemporary r&b', 'freestyle', 'new jack swing', 'quiet storm']"
Troye Sivan,0f3kLT4wvi2mFHlHJgV8Hl,Paula Abdul,49,"['dance pop', 'new wave pop', 'soft rock']"
Olivia Rodrigo,0NKDgy9j66h3DLnN8qu1bB,Olivia Newton-John,64,"['adult standards', 'australian dance', 'disco', 'mellow gold', 'soft rock']"
ZAYN,6loBF9iQdE11WSX29fNKqY,Captain & Tennille,50,"['mellow gold', 'soft rock', 'yacht rock']"
Louis Tomlinson,2yTUYhIf8fxptTIy3KLuJD,Martika,43,"['minneapolis sound', 'new romantic', 'new wave pop']"
Liam Payne,2s79xe5F6eUQkjwjww27Fh,Belinda Carlisle,58,"['new romantic', 'new wave pop', 'soft rock']"
Niall Horan,6loBF9iQdE11WSX29fNKqY,Sheena Easton,52,"['mellow gold', 'minneapolis sound', 'new romantic', 'new wave pop', 'soft rock']"
Nick Jonas,0f3kLT4wvi2mFHlHJgV8Hl,Gloria Estefan,61,"['new wave pop', 'soft rock']"
The Vamps,6Zh3xrWlA0SA9Fsfj9AVwm,Milli Vanilli,49,"['freestyle', 'new jack swing', 'new wave pop']"
Zara Larsson,2s79xe5F6eUQkjwjww27Fh,Taylor Dayne,53,"['freestyle', 'hi-nrg', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
5 Seconds of Summer,0uAjBatvB4ubpd4kCfjmNt,Exposé,42,"['freestyle', 'new wave pop']"
Shawn Mendes,1L0y9srZMyh9XUnYGv37IP,Debbie Gibson,50,"['freestyle', 'new wave pop', 'soft rock']"
One Direction,34PLzyi7CdXUekiLHYyqXq,Irene Cara,61,"['disco', 'new romantic', 'new wave pop', 'soft rock']"
Bebe Rexha,1aX2dmV8XoHYCOQRxjPESG,Samantha Fox,42,"['hi-nrg', 'new romantic', 'new wave pop']"
Anne-Marie,3C6chBmZ9wzisBhoh8G2nK,The Jets,44,"['freestyle', 'minneapolis sound', 'new wave pop']"
Fifth Harmony,3QP0XPDwbvGivqDAaJ5f5G,Wilson Phillips,50,"['girl group', 'mellow gold', 'new wave pop', 'soft rock']"
Camila Cabello,2Uz58cSxlJgefDaSikxYQ7,Tiffany,53,"['new wave pop', 'soft rock']"
Harry Styles,5PYuBRQMHh7nWmdV076sH9,Jon Secada,57,['soft rock']
Hailee Steinfeld,53RkHTcl0SJZjpzqogkBf4,Lisa Lisa & Cult Jam,41,"['contemporary r&b', 'freestyle', 'new jack swing', 'quiet storm']"
Alessia Cara,1mZu3rO7qSD09GdDpePHhY,Martika,43,"['minneapolis sound', 'new romantic', 'new wave pop']"
Jonas Brothers,5WWSL6rElJeUk3Uc1S2RyD,Paula Abdul,49,"['dance pop', 'new wave pop', 'soft rock']"
Charlie Puth,2aS6jYh7ysTL1ZUsHneNgM,Laura Branigan,58,"['new romantic', 'new wave pop', 'soft rock', 'synthpop']"
Selena Gomez,6aq8T2RcspxVOGgMrTzjWc,Sheila E.,38,"['disco', 'freestyle', 'funk', 'minneapolis sound', 'new jack swing', 'quiet storm', 'rock drums', 'urban contemporary']"
Justin Bieber,2DppeCnNtvrLfEobq9Pw5r,Vanessa Williams,48,"['contemporary r&b', 'quiet storm', 'urban contemporary']"
Sabrina Carpenter,1EemADz12kjlGwkpY4EINv,Bananarama,54,"['girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
Dove Cameron,7Bah8E0kCETqEpAHI6CPzQ,Jody Watley,36,"['contemporary r&b', 'freestyle', 'minneapolis sound', 'new jack swing', 'quiet storm', 'urban contemporary']"
Sofia Carson,2urZrEdsq72kx0UzfYN8Yv,Soft Cell,62,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Zendaya,1aX2dmV8XoHYCOQRxjPESG,Thompson Twins,48,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Laura Marano,2jzc5TC5TVFLXQlBNiIUzE,ABC,48,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'sophisti-pop', 'synthpop']"
Madison Beer,1mZu3rO7qSD09GdDpePHhY,Heaven 17,39,"['new romantic', 'new wave pop', 'sophisti-pop', 'synthpop']"
Gracie Abrams,6hN9F0iuULZYWXppob22Aj,Ultravox,49,"['new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']"
Tate McRae,5jVeqi3PNaTOajfvBa4uFn,A Flock Of Seagulls,54,"['new romantic', 'new wave', 'new wave pop', 'synthpop']"
Olivia Holt,6kz53iCdBSqhQCZ21CoLcc,Frankie Goes To Hollywood,55,"['dance rock', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
