main_artist,id,name,popularity,genres,relations
21 Savage,59wfkuBoNyhDMQGCljbUbA,Diddy,71,"dance pop, east coast hip hop, hip hop, hip pop, pop rap, rap, trap",1
21 Savage,5me0Irg2ANcsgc93uaYrpb,The Notorious B.I.G.,74,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap",1
21 Savage,55Aa2cqylxrFIXC767Z865,Lil Wayne,83,"hip hop, new orleans rap, pop rap, rap, trap",1
21 Savage,3ipn9JLAPI5GUEo4y4jcoi,Ludacris,73,"atl hip hop, dance pop, dirty south rap, hip hop, old school atlanta hip hop, pop rap, rap, southern hip hop, trap",1
21 Savage,1YfEcTuGvBQ8xSD1f53UnK,Busta Rhymes,69,"east coast hip hop, hardcore hip hop, hip hop, pop rap, rap",1
21 Savage,3ScY9CQxNLQei8Umvpx5g6,Fat Joe,65,"bronx hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, pop rap, rap, trap",1
21 Savage,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,88,"chicago rap, hip hop, rap",1
21 Savage,01QTIT5P1pFP3QnnFSdsJf,Lupe Fiasco,63,"chicago rap, conscious hip hop, hip hop, political hip hop, pop rap, rap, southern hip hop",1
21 Savage,1G9G7WwrXka3Z1r7aIDjI7,Outkast,72,"atl hip hop, dirty south rap, hip hop, old school atlanta hip hop, rap, southern hip hop",1
21 Savage,0NbfKEOTQCcwd6o7wSDOHI,The Game,69,"detroit hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
21 Savage,0fA0VVWsXO9YnASrzqfmYu,Kid Cudi,77,"hip hop, ohio hip hop, pop rap, rap",1
21 Savage,6O2zJ0tId7g07yzHtX0yap,Mobb Deep,64,"east coast hip hop, hardcore hip hop, hip hop, queens hip hop",1
21 Savage,17lzZA2AlOHwCwFALHttmp,2 Chainz,73,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap",1
21 Savage,5pnbUBPifNnlusY8kTBivi,Jadakiss,62,"battle rap, east coast hip hop, trap",1
21 Savage,0Mz5XE0kb1GBnbLQm2VbcO,Mos Def,62,"conscious hip hop, east coast hip hop, hip hop",1
21 Savage,0YWxKQj2Go9CGHCp77UOyy,Fabolous,63,"gangster rap, hip hop, pop rap, rap, trap, urban contemporary",1
JAY-Z,0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,85,rap,2
Metro Boomin,20qISvAhX20dpIbOOzGK3q,Nas,71,"conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap",1
Metro Boomin,0ONHkAv9pCAFxb0zJwDNTy,Pusha T,69,"gangster rap, hip hop, pop rap, rap, southern hip hop, trap, virginia hip hop",1
Metro Boomin,4OBJLual30L7gRl5UkeRcT,T.I.,71,"atl hip hop, dirty south rap, gangster rap, hip hop, pop rap, rap, southern hip hop, trap",1
Metro Boomin,1sBkRIssrMs1AbVkOJbc7a,Rick Ross,75,"dirty south rap, gangster rap, hip hop, rap, southern hip hop, trap",1
